,SCRAM,EEDUC,RRACE,TBIRTH_YEAR,RHISPANIC,RRACE,EEDUC,MS,EGENID_BIRTH,GENID_DESCRIBE,SEXUAL_ORIENTATION,ANYWORK,WEEK,INCOME,TENURE,KIDS_LT5Y,KIDS_5_11Y,KIDS_12_17Y,EST_ST
12839,V480012840,3,1,1971,1,1,3,2,2,2,2,1,48,1,1,1,1,1,29
12840,V480012841,3,1,1953,1,1,3,2,2,2,2,2,48,2,1,-88,-88,-88,17
12841,V480012842,4,1,1959,1,1,4,1,1,1,2,2,48,2,2,-88,-88,-88,51
12842,V480012843,5,2,1979,1,2,5,3,2,2,2,1,48,7,3,-99,1,-99,32
12843,V480012844,7,1,1971,1,1,7,1,1,1,2,1,48,8,2,-99,-99,1,8
12844,V480012845,6,1,1959,1,1,6,3,1,1,2,2,48,2,1,-99,-99,1,35
12845,V480012846,6,2,1971,1,2,6,1,2,2,2,1,48,-99,1,-88,-88,-88,1
12846,V480012847,4,1,1957,1,1,4,1,2,2,2,2,48,-88,-88,-88,-88,-88,34
12847,V480012848,4,1,1959,1,1,4,5,2,2,2,1,48,2,3,-88,-88,-88,37
12848,V480012849,7,2,1956,1,2,7,5,2,2,2,2,48,1,3,-88,-88,-88,24
12849,V480012850,3,1,1969,1,1,3,1,1,1,2,1,48,5,2,-99,1,-99,25
12850,V480012851,6,1,1951,1,1,6,1,1,1,2,2,48,3,1,-88,-88,-88,48
12851,V480012852,4,1,1971,1,1,4,1,2,2,2,2,48,7,2,-88,-88,-88,53
12852,V480012853,6,1,1943,1,1,6,2,1,1,2,2,48,8,1,-88,-88,-88,36
12853,V480012854,3,1,1959,1,1,3,1,1,1,2,1,48,-88,-88,-88,-88,-88,46
12854,V480012855,3,4,1971,1,4,3,1,1,1,2,1,48,5,1,-99,-99,1,20
12855,V480012856,7,3,1993,1,3,7,1,1,1,2,1,48,6,2,1,-99,-99,15
12856,V480012857,6,1,1974,1,1,6,2,1,1,3,2,48,-88,-88,-99,-99,1,12
12857,V480012858,7,1,1972,1,1,7,1,1,1,2,1,48,5,2,-99,-99,1,53
12858,V480012859,7,1,1952,1,1,7,3,2,2,2,1,48,4,1,-99,-99,-99,22
12859,V480012860,5,1,1977,2,1,5,1,1,1,2,2,48,-88,-88,-88,-88,-88,38
12860,V480012861,5,4,1965,2,4,5,1,2,2,2,1,48,3,2,-88,-88,-88,6
12861,V480012862,4,4,1963,1,4,4,3,2,2,2,1,48,4,1,-99,-99,1,40
12862,V480012863,7,1,1944,1,1,7,1,1,1,2,2,48,7,1,-88,-88,-88,27
12863,V480012864,6,1,1990,1,1,6,1,1,1,2,1,48,-88,-88,1,-99,-99,50
12864,V480012865,4,1,1976,2,1,4,1,1,1,2,1,48,5,3,1,1,-99,6
12865,V480012866,7,1,1968,1,1,7,1,2,2,2,1,48,4,2,-88,-88,-88,53
12866,V480012867,6,1,1969,1,1,6,5,2,2,2,2,48,1,3,-88,-88,-88,15
12867,V480012868,6,1,2000,1,1,6,5,2,2,2,1,48,8,3,-88,-88,-88,36
12868,V480012869,6,2,1978,1,2,6,5,1,1,5,1,48,1,3,-88,-88,-88,13
12869,V480012870,6,1,1958,1,1,6,1,2,2,2,1,48,7,2,-88,-88,-88,9
12870,V480012871,3,1,1989,1,1,3,3,2,2,2,2,48,4,3,-99,1,1,18
12871,V480012872,6,1,1988,1,1,6,5,1,1,2,1,48,6,2,-88,-88,-88,45
12872,V480012873,6,1,1971,1,1,6,1,1,1,2,2,48,6,2,-99,-99,1,34
12873,V480012874,7,1,1972,1,1,7,1,2,2,2,1,48,8,2,-99,1,-99,53
12874,V480012875,5,1,1962,1,1,5,2,2,2,2,1,48,1,3,-88,-88,-88,20
12875,V480012876,4,1,1981,2,1,4,5,1,1,2,1,48,4,1,1,-99,-99,25
12876,V480012877,3,1,1956,1,1,3,3,2,2,2,1,48,2,2,-88,-88,-88,25
12877,V480012878,5,1,1955,1,1,5,1,2,2,2,2,48,4,2,-88,-88,-88,37
12878,V480012879,4,1,1963,1,1,4,1,1,1,2,1,48,6,1,-88,-88,-88,40
12879,V480012880,4,1,1993,1,1,4,1,2,2,2,-88,48,-88,-88,1,-99,-99,31
12880,V480012881,6,4,1977,1,4,6,4,1,1,2,2,48,1,2,-88,-88,-88,30
12881,V480012882,3,1,1941,1,1,3,2,2,2,2,2,48,1,3,-99,-99,-99,17
12882,V480012883,7,1,1977,1,1,7,1,2,2,2,1,48,5,2,1,1,-99,2
12883,V480012884,6,2,1964,1,2,6,1,1,1,2,1,48,4,2,-88,-88,-88,26
12884,V480012885,4,1,1997,1,1,4,1,2,2,2,1,48,2,2,1,-99,-99,19
12885,V480012886,4,1,1990,1,1,4,5,1,1,2,1,48,5,3,-88,-88,-88,8
12886,V480012887,6,1,1951,1,1,6,1,1,1,2,2,48,5,1,-88,-88,-88,1
12887,V480012888,6,1,1983,1,1,6,1,2,2,2,1,48,7,1,-99,1,1,13
12888,V480012889,6,1,1963,1,1,6,1,1,1,2,2,48,5,2,-88,-88,-88,47
12889,V480012890,4,1,1958,1,1,4,2,1,1,2,2,48,1,1,-88,-88,-88,1
12890,V480012891,6,1,1970,1,1,6,1,2,2,3,1,48,5,1,-99,-99,1,2
12891,V480012892,7,1,1974,1,1,7,1,2,2,2,1,48,8,2,-99,1,-99,6
12892,V480012893,4,1,1967,1,1,4,1,1,1,2,1,48,-88,-88,-99,-99,1,6
12893,V480012894,6,1,1945,1,1,6,1,2,2,2,2,48,5,1,-88,-88,-88,36
12894,V480012895,6,1,1956,1,1,6,1,2,2,2,1,48,6,1,-88,-88,-88,53
12895,V480012896,7,3,1956,1,3,7,1,2,2,2,1,48,5,2,-88,-88,-88,47
12896,V480012897,7,1,1957,1,1,7,1,1,1,2,2,48,-99,1,-88,-88,-88,33
12897,V480012898,3,1,1942,1,1,3,3,2,2,2,2,48,1,3,-88,-88,-88,46
12898,V480012899,3,1,1997,1,1,3,5,1,1,2,2,48,4,2,-88,-88,-88,51
12899,V480012900,6,1,1993,1,1,6,1,2,2,1,1,48,5,2,-88,-88,-88,37
12900,V480012901,6,1,1995,1,1,6,5,2,2,2,1,48,5,2,-88,-88,-88,55
12901,V480012902,4,1,1954,1,1,4,1,1,1,2,2,48,6,2,-88,-88,-88,6
12902,V480012903,6,1,1990,1,1,6,5,2,2,2,1,48,7,3,-88,-88,-88,36
12903,V480012904,6,1,1966,1,1,6,1,2,2,2,1,48,7,2,-99,-99,1,48
12904,V480012905,6,1,1952,1,1,6,1,1,1,2,2,48,5,2,-88,-88,-88,55
12905,V480012906,4,1,1974,1,1,4,1,1,1,2,-88,48,-88,-88,1,1,1,33
12906,V480012907,4,1,1963,1,1,4,1,2,2,2,1,48,7,1,-88,-88,-88,24
12907,V480012908,4,1,1936,1,1,4,1,1,1,2,-88,48,-88,-88,-88,-88,-88,55
12908,V480012909,5,1,1954,1,1,5,4,2,2,2,1,48,1,1,-88,-88,-88,25
12909,V480012910,2,1,1980,2,1,2,1,1,1,2,2,48,-88,3,-99,1,-99,6
12910,V480012911,7,1,1977,1,1,7,5,2,2,2,1,48,6,2,-88,-88,-88,8
12911,V480012912,6,1,1974,2,1,6,3,1,1,2,1,48,4,3,-99,1,1,12
12912,V480012913,5,1,1990,1,1,5,1,2,2,2,1,48,2,2,-88,-88,-88,1
12913,V480012914,6,1,1991,1,1,6,1,2,2,2,1,48,5,2,-88,-88,-88,55
12914,V480012915,6,1,1989,1,1,6,1,2,2,2,1,48,6,2,-88,-88,-88,24
12915,V480012916,4,1,1957,1,1,4,1,1,1,2,1,48,3,2,-88,-88,-88,24
12916,V480012917,7,2,1977,1,2,7,5,2,2,2,2,48,-88,-88,-99,1,-99,51
12917,V480012918,6,1,1956,1,1,6,5,2,2,2,2,48,-99,1,-88,-88,-88,20
12918,V480012919,4,1,1966,2,1,4,1,1,1,4,1,48,6,2,-88,-88,-88,6
12919,V480012920,6,1,1978,2,1,6,5,1,1,2,2,48,1,3,-99,-99,1,35
12920,V480012921,1,1,1970,1,1,1,1,2,2,2,1,48,4,4,-88,-88,-88,30
12921,V480012922,4,1,1999,1,1,4,5,1,3,1,1,48,4,3,-88,-88,-88,17
12922,V480012923,6,1,1954,1,1,6,2,2,2,2,1,48,5,3,1,1,-99,6
12923,V480012924,3,1,1951,1,1,3,5,2,2,2,2,48,2,1,-99,-99,-99,27
12924,V480012925,6,1,1955,1,1,6,3,2,2,5,2,48,1,2,-88,-88,-88,26
12925,V480012926,7,2,1982,1,2,7,1,1,1,2,1,48,7,2,-99,1,-99,13
12926,V480012927,3,2,1957,1,2,3,5,2,2,2,1,48,1,3,-88,-88,-88,44
12927,V480012928,7,1,1954,1,1,7,1,2,2,2,2,48,7,2,-88,-88,-88,47
12928,V480012929,3,1,1963,1,1,3,1,2,2,2,2,48,5,2,-88,-88,-88,24
12929,V480012930,6,1,1969,1,1,6,1,2,2,2,1,48,8,2,-88,-88,-88,26
12930,V480012931,4,2,1965,1,2,4,3,2,2,2,2,48,4,2,-88,-88,-88,1
12931,V480012932,4,1,1957,1,1,4,1,2,2,2,2,48,6,2,-88,-88,-88,2
12932,V480012933,6,1,1987,1,1,6,5,1,1,2,1,48,6,2,-88,-88,-88,41
12933,V480012934,3,1,1974,1,1,3,1,2,2,2,1,48,5,2,-88,-88,-88,17
12934,V480012935,7,1,1957,1,1,7,5,2,2,1,2,48,4,2,-88,-88,-88,27
12935,V480012936,4,1,1943,1,1,4,1,1,1,2,2,48,8,1,-88,-88,-88,17
12936,V480012937,6,1,1949,1,1,6,1,1,1,2,2,48,5,1,-88,-88,-88,48
12937,V480012938,7,3,1951,1,3,7,1,2,2,2,2,48,6,1,-88,-88,-88,41
12938,V480012939,6,3,1963,1,3,6,1,1,1,2,1,48,8,2,-99,-99,1,6
12939,V480012940,6,1,1955,1,1,6,1,2,2,2,1,48,5,1,-88,-88,-88,20
12940,V480012941,7,1,1958,1,1,7,1,1,1,2,2,48,7,1,-88,-88,-88,6
12941,V480012942,7,3,1993,1,3,7,5,2,2,2,1,48,6,3,-88,-88,-88,6
12942,V480012943,2,1,1954,1,1,2,3,2,2,2,2,48,3,1,-99,-99,1,56
12943,V480012944,7,4,1974,1,4,7,5,1,1,1,1,48,6,3,-88,-88,-88,25
12944,V480012945,3,1,1986,1,1,3,3,1,1,2,1,48,4,3,1,-99,-99,21
12945,V480012946,6,3,1958,1,3,6,1,1,1,2,1,48,-88,-88,-88,-88,-88,25
12946,V480012947,7,1,1950,1,1,7,1,1,1,2,2,48,8,2,-88,-88,-88,48
12947,V480012948,6,3,1995,1,3,6,5,1,1,2,2,48,-88,-88,-99,-99,1,51
12948,V480012949,6,1,1987,1,1,6,1,1,1,2,1,48,8,2,1,-99,-99,17
12949,V480012950,7,1,1997,1,1,7,1,2,2,2,1,48,4,2,1,-99,-99,21
12950,V480012951,7,4,1980,1,4,7,1,1,1,2,1,48,5,2,-99,1,1,47
12951,V480012952,5,2,1955,1,2,5,1,1,1,2,2,48,6,2,-88,-88,-88,51
12952,V480012953,6,3,1988,1,3,6,1,1,1,2,1,48,5,3,-88,-88,-88,34
12953,V480012954,5,2,1970,1,2,5,5,2,2,2,2,48,-88,-88,-88,-88,-88,48
12954,V480012955,7,1,1934,1,1,7,1,1,1,2,1,48,-88,-88,-99,1,-99,54
12955,V480012956,4,1,1967,1,1,4,1,1,2,1,1,48,-88,2,-88,-88,-88,9
12956,V480012957,5,1,1964,1,1,5,1,2,2,2,1,48,5,2,-88,-88,-88,46
12957,V480012958,6,1,1988,1,1,6,1,1,1,2,1,48,-88,-88,-99,1,-99,45
12958,V480012959,5,4,1981,1,4,5,3,2,2,3,1,48,1,3,-99,-99,1,26
12959,V480012960,4,1,1965,2,1,4,1,2,2,2,2,48,6,2,-88,-88,-88,51
12960,V480012961,5,1,1959,1,1,5,1,1,1,5,1,48,4,2,-88,-88,-88,1
12961,V480012962,3,1,1967,2,1,3,1,2,2,2,2,48,-88,-88,-99,-99,1,48
12962,V480012963,4,1,1947,1,1,4,1,1,1,2,1,48,6,2,-88,-88,-88,4
12963,V480012964,4,4,1996,1,4,4,5,2,2,2,2,48,-88,-88,1,1,1,22
12964,V480012965,6,1,1981,1,1,6,1,2,2,2,1,48,6,2,1,1,-99,28
12965,V480012966,6,1,1982,1,1,6,3,1,1,2,1,48,4,4,-88,-88,-88,15
12966,V480012967,7,1,1951,1,1,7,1,1,1,2,2,48,-99,3,-88,-88,-88,20
12967,V480012968,4,1,1994,1,1,4,1,2,2,2,2,48,4,4,1,1,-99,48
12968,V480012969,7,1,1967,1,1,7,5,2,2,3,1,48,6,2,-88,-88,-88,11
12969,V480012970,2,1,1997,1,1,2,5,1,1,2,1,48,-88,-88,1,-99,-99,45
12970,V480012971,3,1,1982,1,1,3,1,2,2,2,2,48,-88,-88,-99,1,1,17
12971,V480012972,5,1,1968,1,1,5,1,1,1,2,1,48,4,1,-88,-88,-88,18
12972,V480012973,3,1,1961,1,1,3,3,2,2,2,2,48,1,3,1,-99,-99,24
12973,V480012974,5,1,1973,1,1,5,1,1,1,2,1,48,8,2,-99,1,-99,24
12974,V480012975,3,1,1972,1,1,3,1,2,2,2,1,48,6,2,1,-99,-99,49
12975,V480012976,6,1,1968,1,1,6,5,2,2,2,2,48,1,3,-88,-88,-88,6
12976,V480012977,5,1,1959,1,1,5,1,2,2,2,1,48,2,2,-88,-88,-88,54
12977,V480012978,6,1,1993,1,1,6,5,2,2,2,1,48,4,3,-88,-88,-88,8
12978,V480012979,6,1,1937,1,1,6,1,1,1,2,2,48,6,1,-88,-88,-88,17
12979,V480012980,5,4,1959,1,4,5,1,1,1,2,1,48,6,1,-88,-88,-88,19
12980,V480012981,6,1,1975,1,1,6,1,1,1,2,-99,48,4,1,1,-99,-99,5
12981,V480012982,4,1,1959,2,1,4,1,2,2,2,2,48,5,1,-88,-88,-88,4
12982,V480012983,3,1,1967,1,1,3,1,2,2,2,1,48,-88,-88,-88,-88,-88,33
12983,V480012984,6,1,1985,1,1,6,5,2,2,3,1,48,4,3,-88,-88,-88,11
12984,V480012985,7,1,1970,1,1,7,1,2,2,2,1,48,8,2,-99,-99,1,56
12985,V480012986,7,1,1961,2,1,7,1,2,2,2,2,48,-88,-88,-88,-88,-88,56
12986,V480012987,6,1,1965,1,1,6,1,2,2,2,1,48,6,2,-88,-88,-88,41
12987,V480012988,7,1,1982,1,1,7,1,2,2,2,1,48,7,2,-99,1,1,19
12988,V480012989,7,1,1989,1,1,7,1,2,2,2,1,48,4,4,-99,1,1,5
12989,V480012990,7,3,1959,1,3,7,1,2,2,2,2,48,8,1,-88,-88,-88,6
12990,V480012991,6,3,1997,1,3,6,5,1,1,2,2,48,1,2,-88,-88,-88,13
12991,V480012992,7,3,1990,1,3,7,1,2,2,2,1,48,8,2,-88,-88,-88,6
12992,V480012993,7,1,1974,1,1,7,1,2,2,2,1,48,8,2,-88,-88,-88,48
12993,V480012994,7,1,1977,1,1,7,1,2,2,2,1,48,6,2,-99,1,1,6
12994,V480012995,4,1,1961,1,1,4,5,1,1,2,2,48,1,3,-88,-88,-88,30
12995,V480012996,6,4,1992,1,4,6,3,2,2,3,1,48,-88,-88,-88,-88,-88,2
12996,V480012997,5,1,1958,1,1,5,1,1,1,2,1,48,-88,-88,-99,-99,-99,20
12997,V480012998,7,1,1950,1,1,7,1,1,1,2,1,48,6,1,-88,-88,-88,41
12998,V480012999,4,1,1956,1,1,4,2,2,2,2,2,48,1,3,-88,-88,-88,48
12999,V480013000,7,4,1992,2,4,7,1,2,2,2,2,48,4,2,-88,-88,-88,31
13000,V480013001,3,1,1973,2,1,3,1,2,2,2,1,48,4,2,-88,-88,-88,48
13001,V480013002,6,1,1960,1,1,6,5,2,2,2,1,48,6,1,-88,-88,-88,17
13002,V480013003,4,1,1957,1,1,4,3,1,1,2,2,48,-88,1,-88,-88,-88,41
13003,V480013004,6,1,1986,1,1,6,5,2,2,2,1,48,6,2,-88,-88,-88,47
13004,V480013005,6,4,1984,1,4,6,1,2,2,3,1,48,7,2,1,-99,-99,53
13005,V480013006,7,1,1954,1,1,7,5,1,1,4,2,48,3,3,-88,-88,-88,6
13006,V480013007,7,1,1994,1,1,7,5,1,1,2,1,48,-99,3,-88,-88,-88,41
13007,V480013008,2,2,1963,1,2,2,5,2,2,2,2,48,2,3,-88,-88,-88,34
13008,V480013009,3,1,2000,1,1,3,5,2,2,1,1,48,1,3,-88,-88,-88,53
13009,V480013010,4,1,1984,1,1,4,2,2,2,2,2,48,7,2,-99,1,1,17
13010,V480013011,7,1,1966,1,1,7,1,1,1,2,1,48,8,1,-99,-99,1,42
13011,V480013012,4,1,1967,1,1,4,3,2,2,2,1,48,-88,-88,-88,-88,-88,49
13012,V480013013,3,2,1970,1,2,3,1,1,1,2,2,48,1,1,-88,-88,-88,5
13013,V480013014,3,1,1991,1,1,3,1,2,2,2,2,48,2,3,1,1,1,29
13014,V480013015,3,1,1984,1,1,3,5,2,2,2,1,48,1,3,1,-99,-99,13
13015,V480013016,7,3,1969,1,3,7,1,1,1,2,1,48,-99,-99,-99,-99,1,39
13016,V480013017,3,1,1984,1,1,3,1,1,1,3,2,48,4,2,-99,1,-99,26
13017,V480013018,6,1,1970,1,1,6,1,1,1,2,1,48,8,2,-88,-88,-88,13
13018,V480013019,4,1,1952,1,1,4,1,2,2,2,2,48,3,2,-88,-88,-88,46
13019,V480013020,4,1,1983,1,1,4,1,1,1,2,1,48,2,3,-99,-99,1,45
13020,V480013021,5,1,1980,1,1,5,1,1,1,2,1,48,5,2,-99,1,-99,29
13021,V480013022,6,1,1964,1,1,6,1,1,1,1,2,48,4,2,-88,-88,-88,11
13022,V480013023,7,2,1984,1,2,7,1,2,2,2,1,48,6,3,-99,1,-99,24
13023,V480013024,7,1,1954,1,1,7,5,2,2,1,2,48,5,2,-88,-88,-88,25
13024,V480013025,6,1,1980,1,1,6,1,2,2,2,2,48,4,2,-99,-99,1,18
13025,V480013026,6,1,1967,1,1,6,1,2,2,2,2,48,2,2,-88,-88,-88,54
13026,V480013027,6,1,1952,1,1,6,1,2,2,3,1,48,7,2,-88,-88,-88,25
13027,V480013028,4,1,1970,1,1,4,1,2,2,2,1,48,7,1,-88,-88,-88,23
13028,V480013029,4,1,1945,1,1,4,1,2,2,2,2,48,5,1,-88,-88,-88,5
13029,V480013030,3,1,1992,1,1,3,1,1,1,2,2,48,-88,-88,1,-99,-99,40
13030,V480013031,5,1,1958,1,1,5,1,2,2,2,2,48,5,1,-88,-88,-88,29
13031,V480013032,7,1,1967,2,1,7,3,2,2,2,2,48,1,3,-88,-88,-88,35
13032,V480013033,6,1,1961,1,1,6,1,2,2,2,2,48,6,1,-99,-99,1,8
13033,V480013034,5,2,1965,1,2,5,1,2,2,2,2,48,-88,-88,-88,-88,-88,19
13034,V480013035,4,1,1959,1,1,4,1,1,1,2,1,48,5,1,-88,-88,-88,25
13035,V480013036,6,1,1984,1,1,6,1,1,1,2,1,48,8,2,1,-99,-99,11
13036,V480013037,7,1,1936,1,1,7,2,2,2,2,2,48,3,3,-88,-88,-88,51
13037,V480013038,7,1,1951,1,1,7,3,2,2,2,2,48,4,2,-88,-88,-88,9
13038,V480013039,5,1,1970,1,1,5,5,2,2,-99,1,48,4,3,-88,-88,-88,4
13039,V480013040,5,1,1973,1,1,5,1,2,2,2,1,48,5,2,1,1,1,21
13040,V480013041,4,2,1945,1,2,4,2,2,2,2,2,48,3,3,-99,-99,-99,48
13041,V480013042,4,1,1964,2,1,4,3,2,2,2,1,48,4,3,-88,-88,-88,6
13042,V480013043,7,3,1967,1,3,7,1,2,2,2,1,48,6,2,-88,-88,-88,6
13043,V480013044,3,1,1948,1,1,3,2,2,2,2,2,48,2,1,-88,-88,-88,20
13044,V480013045,4,1,1963,1,1,4,1,2,2,2,2,48,-88,-88,-88,-88,-88,12
13045,V480013046,5,1,1962,1,1,5,3,2,2,2,2,48,1,2,-88,-88,-88,19
13046,V480013047,7,1,1958,1,1,7,1,1,1,2,1,48,6,3,-88,-88,-88,4
13047,V480013048,6,1,1987,1,1,6,1,2,2,2,1,48,6,2,1,-99,-99,51
13048,V480013049,5,1,1974,2,1,5,5,2,2,2,2,48,1,3,-88,-88,-88,6
13049,V480013050,4,1,1963,1,1,4,1,2,2,2,1,48,8,2,-88,-88,-88,39
13050,V480013051,6,1,1970,1,1,6,3,2,2,2,1,48,4,2,-88,-88,-88,44
13051,V480013052,7,1,1983,1,1,7,5,1,1,2,2,48,-88,-88,-88,-88,-88,36
13052,V480013053,4,1,1962,1,1,4,5,1,1,5,1,48,4,3,-88,-88,-88,48
13053,V480013054,7,2,1960,1,2,7,2,2,2,2,2,48,2,1,-88,-88,-88,48
13054,V480013055,4,1,1952,1,1,4,1,1,1,2,2,48,3,2,-99,-99,1,40
13055,V480013056,6,1,1990,1,1,6,5,1,1,2,1,48,5,1,-88,-88,-88,20
13056,V480013057,4,1,1953,1,1,4,1,2,2,2,2,48,1,3,-88,-88,-88,6
13057,V480013058,7,1,1987,1,1,7,1,1,1,2,2,48,3,3,-99,1,-99,4
13058,V480013059,3,2,1959,1,2,3,5,2,4,2,1,48,3,3,-99,1,-99,17
13059,V480013060,6,1,1968,1,1,6,5,1,1,2,1,48,5,2,-88,-88,-88,51
13060,V480013061,7,1,1988,1,1,7,1,1,1,2,1,48,8,2,1,-99,-99,10
13061,V480013062,4,1,1988,1,1,4,5,1,1,2,1,48,5,2,1,-99,-99,24
13062,V480013063,7,1,1982,1,1,7,5,1,4,1,1,48,4,3,-88,-88,-88,16
13063,V480013064,6,1,1979,1,1,6,1,1,1,2,1,48,-88,-88,-99,1,1,51
13064,V480013065,6,1,1979,1,1,6,3,2,2,2,1,48,2,1,-99,1,1,20
13065,V480013066,7,1,1975,1,1,7,1,1,1,2,1,48,8,2,-99,1,1,51
13066,V480013067,6,1,1962,1,1,6,1,1,1,2,1,48,-99,2,-88,-88,-88,27
13067,V480013068,7,1,1968,1,1,7,1,1,1,2,-88,48,-88,-88,-99,-99,1,6
13068,V480013069,7,4,1968,1,4,7,1,1,1,3,1,48,8,2,-88,-88,-88,40
13069,V480013070,7,4,1994,2,4,7,1,1,1,2,1,48,4,3,-88,-88,-88,34
13070,V480013071,6,1,1977,1,1,6,3,2,2,2,1,48,4,2,-88,-88,-88,40
13071,V480013072,6,4,1983,1,4,6,5,2,2,2,1,48,3,3,1,-99,1,15
13072,V480013073,4,1,1961,1,1,4,3,2,2,2,2,48,1,3,-88,-88,-88,19
13073,V480013074,4,2,1980,1,2,4,4,2,2,1,1,48,3,3,-88,-88,-88,45
13074,V480013075,7,2,1969,1,2,7,5,2,2,2,1,48,2,3,-88,-88,-88,26
13075,V480013076,2,1,1994,1,1,2,1,1,1,2,1,48,4,2,1,-99,-99,27
13076,V480013077,7,1,1967,1,1,7,3,2,2,2,1,48,2,3,-99,-99,1,12
13077,V480013078,4,1,1970,1,1,4,5,1,1,2,1,48,4,2,-88,-88,-88,26
13078,V480013079,4,1,1963,1,1,4,1,2,2,2,-99,48,-88,-88,-88,-88,-88,36
13079,V480013080,4,1,1951,1,1,4,2,1,1,2,2,48,3,1,-88,-88,-88,56
13080,V480013081,4,1,1998,1,1,4,5,2,2,3,1,48,-88,-88,-99,-99,1,42
13081,V480013082,6,1,1968,1,1,6,3,2,2,2,1,48,1,2,-88,-88,-88,8
13082,V480013083,3,1,1959,1,1,3,1,2,2,2,2,48,1,3,-88,-88,-88,31
13083,V480013084,7,1,1974,1,1,7,1,1,1,2,1,48,8,2,-88,-88,-88,29
13084,V480013085,3,4,1971,2,4,3,1,1,1,2,1,48,6,3,-88,-88,-88,12
13085,V480013086,6,1,1955,1,1,6,3,2,2,2,2,48,4,2,-88,-88,-88,25
13086,V480013087,1,1,1964,2,1,1,1,2,2,2,1,48,4,3,-99,1,-99,6
13087,V480013088,4,2,1977,1,2,4,5,2,2,2,2,48,1,3,-99,1,1,28
13088,V480013089,5,1,1950,1,1,5,3,2,2,2,2,48,1,1,-88,-88,-88,45
13089,V480013090,6,1,1952,1,1,6,3,2,2,2,1,48,-88,-88,-88,-88,-88,41
13090,V480013091,5,1,1957,1,1,5,4,2,2,2,2,48,4,2,-88,-88,-88,56
13091,V480013092,5,2,1992,1,2,5,5,2,2,2,-88,48,-88,-88,1,1,-99,42
13092,V480013093,3,1,1991,1,1,3,1,1,1,1,1,48,5,2,-99,-99,-99,48
13093,V480013094,7,1,1982,1,1,7,1,1,1,2,1,48,4,1,1,-99,1,31
13094,V480013095,5,2,1977,1,2,5,1,1,1,2,2,48,-88,-88,-99,1,1,31
13095,V480013096,7,1,1984,1,1,7,1,2,2,2,1,48,8,1,1,-99,-99,6
13096,V480013097,6,1,1969,1,1,6,1,2,2,2,1,48,6,2,-88,-88,-88,42
13097,V480013098,3,1,1950,1,1,3,1,2,2,2,2,48,2,2,-88,-88,-88,39
13098,V480013099,4,2,1980,1,2,4,5,2,2,2,1,48,1,1,-99,-99,1,26
13099,V480013100,6,1,1953,1,1,6,3,2,2,2,1,48,3,2,-88,-88,-88,32
13100,V480013101,6,1,1984,2,1,6,1,2,2,2,1,48,3,2,1,1,1,31
13101,V480013102,6,1,1964,1,1,6,1,2,2,2,1,48,-88,-88,-88,-88,-88,6
13102,V480013103,6,2,1995,1,2,6,5,2,2,2,1,48,6,3,-88,-88,-88,13
13103,V480013104,4,4,1960,1,4,4,1,1,1,2,1,48,6,2,-99,-99,1,5
13104,V480013105,3,1,1975,2,1,3,1,2,2,2,1,48,4,3,1,-99,-99,9
13105,V480013106,3,1,1990,1,1,3,2,2,2,2,2,48,3,2,1,1,-99,56
13106,V480013107,6,1,1971,1,1,6,1,2,2,2,1,48,5,2,-88,-88,-88,16
13107,V480013108,7,2,1983,1,2,7,1,1,1,1,1,48,7,3,-99,-99,1,36
13108,V480013109,4,1,1984,1,1,4,1,2,2,3,1,48,7,2,-99,1,1,47
13109,V480013110,6,1,1981,1,1,6,1,1,1,2,1,48,4,1,-99,-99,1,8
13110,V480013111,5,1,1977,1,1,5,1,1,1,2,1,48,5,1,-99,-99,1,18
13111,V480013112,6,1,1987,1,1,6,5,2,2,2,1,48,-88,-88,-99,-99,-99,53
13112,V480013113,3,1,1991,2,1,3,1,2,2,2,1,48,-88,3,1,-99,1,10
13113,V480013114,3,1,1969,1,1,3,1,2,4,2,1,48,2,3,-88,-88,-88,2
13114,V480013115,6,1,1955,1,1,6,1,2,2,2,1,48,8,1,-88,-88,-88,20
13115,V480013116,7,1,1979,1,1,7,1,2,2,2,2,48,7,1,-99,1,1,13
13116,V480013117,7,1,1959,1,1,7,5,2,2,2,1,48,-99,1,-88,-88,-88,44
13117,V480013118,3,2,1955,1,2,3,5,2,2,2,2,48,1,3,-99,-99,-99,28
13118,V480013119,6,1,1992,1,1,6,1,1,-99,-99,1,48,5,2,1,-99,-99,19
13119,V480013120,5,1,1965,1,1,5,5,1,1,2,2,48,1,1,-88,-88,-88,41
13120,V480013121,3,1,1962,1,1,3,1,1,1,2,1,48,4,3,-88,-88,-88,55
13121,V480013122,7,1,1949,1,1,7,1,1,1,2,2,48,2,2,-88,-88,-88,26
13122,V480013123,6,1,1960,1,1,6,1,2,2,2,1,48,6,1,-88,-88,-88,27
13123,V480013124,3,1,1999,1,1,3,5,2,2,3,2,48,5,2,-88,-88,-88,39
13124,V480013125,5,1,1961,1,1,5,3,2,2,2,2,48,3,1,-88,-88,-88,12
13125,V480013126,3,1,1998,1,1,3,5,1,1,2,1,48,-88,-88,-88,-88,-88,31
13126,V480013127,7,1,1958,1,1,7,1,1,1,2,1,48,7,2,-88,-88,-88,38
13127,V480013128,6,1,1970,1,1,6,3,2,2,2,1,48,4,3,-88,-88,-88,12
