,SCRAM,EEDUC,RRACE,TBIRTH_YEAR,RHISPANIC,RRACE,EEDUC,MS,EGENID_BIRTH,GENID_DESCRIBE,SEXUAL_ORIENTATION,ANYWORK,WEEK,INCOME,TENURE,KIDS_LT5Y,KIDS_5_11Y,KIDS_12_17Y,EST_ST
52,V480000053,4,1,1969,1,1,4,3,2,2,2,1,48,2,3,-99,-99,1,13
53,V480000054,7,3,1994,1,3,7,5,2,2,2,1,48,-88,-88,-88,-88,-88,36
54,V480000055,4,1,1953,1,1,4,1,1,1,2,2,48,5,2,-88,-88,-88,33
55,V480000056,5,1,1956,1,1,5,1,1,1,2,1,48,1,2,-88,-88,-88,29
56,V480000057,7,1,1978,1,1,7,5,2,2,2,1,48,4,2,-88,-88,-88,20
57,V480000058,4,1,1974,1,1,4,5,2,2,2,2,48,5,2,-99,1,-99,27
58,V480000059,6,1,1971,1,1,6,1,1,1,2,1,48,8,2,-99,-99,1,48
59,V480000060,7,1,1949,1,1,7,1,2,2,2,2,48,5,1,-88,-88,-88,25
60,V480000061,3,2,1981,1,2,3,5,1,1,2,1,48,3,3,-99,1,1,42
61,V480000062,3,1,1972,1,1,3,1,2,2,2,2,48,-88,-88,-88,-88,-88,5
62,V480000063,7,1,1940,1,1,7,1,1,1,2,2,48,3,1,-88,-88,-88,4
63,V480000064,4,1,1995,1,1,4,5,1,1,3,1,48,6,4,-88,-88,-88,23
64,V480000065,7,1,1947,1,1,7,1,2,2,2,2,48,3,1,-88,-88,-88,19
65,V480000066,5,1,1963,1,1,5,1,2,2,2,2,48,-88,2,-99,-99,1,2
66,V480000067,6,1,1970,1,1,6,1,2,2,2,2,48,7,2,-88,-88,-88,8
67,V480000068,6,1,1975,2,1,6,1,2,2,2,1,48,7,2,-99,1,-99,48
68,V480000069,6,1,1961,1,1,6,1,2,2,2,1,48,7,2,-88,-88,-88,6
69,V480000070,6,1,1993,1,1,6,5,1,1,2,1,48,4,3,-88,-88,-88,42
70,V480000071,6,1,1996,1,1,6,1,1,1,2,1,48,4,2,1,1,-99,49
71,V480000072,5,1,1988,1,1,5,1,2,2,2,1,48,6,2,1,1,1,10
72,V480000073,4,1,1982,1,1,4,1,2,2,2,1,48,4,3,-99,1,-99,4
73,V480000074,5,1,1956,1,1,5,5,2,2,2,2,48,-88,-88,-88,-88,-88,24
74,V480000075,5,1,1977,1,1,5,5,2,2,2,1,48,6,3,-88,-88,-88,25
75,V480000076,7,1,1953,1,1,7,1,2,2,2,2,48,8,2,1,-99,-99,42
76,V480000077,3,1,1981,1,1,3,1,1,1,2,1,48,6,2,1,1,-99,9
77,V480000078,6,1,1978,1,1,6,1,2,2,2,2,48,8,2,-99,-99,1,29
78,V480000079,4,1,1950,1,1,4,1,2,2,2,2,48,4,1,-88,-88,-88,26
79,V480000080,4,1,1986,1,1,4,4,1,2,3,2,48,6,2,-88,-88,-88,31
80,V480000081,3,1,1951,1,1,3,3,2,2,2,2,48,1,2,-88,-88,-88,41
81,V480000082,6,1,1949,1,1,6,1,1,1,2,2,48,5,1,-88,-88,-88,2
82,V480000083,4,4,1971,1,4,4,3,2,2,2,1,48,7,1,-88,-88,-88,35
83,V480000084,7,1,1980,1,1,7,5,2,2,2,1,48,5,2,1,-99,-99,31
84,V480000085,6,1,1988,1,1,6,5,1,1,2,1,48,6,3,-88,-88,-88,25
85,V480000086,4,3,1954,1,3,4,3,1,1,2,2,48,-88,-88,-88,-88,-88,25
86,V480000087,6,1,1946,1,1,6,3,1,1,2,2,48,4,2,-88,-88,-88,25
87,V480000088,4,1,1960,1,1,4,1,2,2,2,2,48,2,-99,-88,-88,-88,6
88,V480000089,4,1,1978,1,1,4,1,1,1,2,1,48,6,2,1,1,-99,27
89,V480000090,3,1,1972,1,1,3,3,1,1,2,2,48,1,3,-88,-88,-88,32
90,V480000091,4,1,2004,2,1,4,5,1,1,2,2,48,7,2,-99,-99,1,35
91,V480000092,6,1,1977,2,1,6,1,2,2,2,1,48,-88,-88,-99,-99,1,6
92,V480000093,6,1,1998,1,1,6,5,1,1,2,1,48,4,3,-88,-88,-88,39
93,V480000094,7,1,1962,1,1,7,2,2,2,2,1,48,4,2,-88,-88,-88,39
94,V480000095,5,1,1955,1,1,5,1,2,2,2,2,48,5,2,-88,-88,-88,24
95,V480000096,7,1,1947,1,1,7,1,2,2,2,1,48,6,1,-88,-88,-88,30
96,V480000097,3,1,1957,1,1,3,1,2,2,2,1,48,-88,-88,-88,-88,-88,21
97,V480000098,1,1,1970,1,1,1,5,1,1,3,2,48,1,2,-88,-88,-88,17
98,V480000099,7,1,1978,2,1,7,1,2,2,2,1,48,7,1,-88,-88,-88,32
99,V480000100,6,1,1973,1,1,6,1,2,2,2,1,48,7,1,-88,-88,-88,22
100,V480000101,4,1,1981,1,1,4,1,2,2,2,2,48,4,2,1,-99,1,16
101,V480000102,4,1,1991,1,1,4,1,2,2,2,1,48,-88,-88,-88,-88,-88,2
102,V480000103,6,1,1956,1,1,6,1,1,1,2,2,48,6,2,-88,-88,-88,53
103,V480000104,6,1,1998,2,1,6,5,2,2,5,1,48,2,3,-88,-88,-88,48
104,V480000105,5,1,1958,1,1,5,1,1,1,2,1,48,4,2,-88,-88,-88,33
105,V480000106,6,1,1990,1,1,6,1,2,2,2,1,48,8,2,1,-99,-99,51
106,V480000107,6,1,1998,1,1,6,5,1,1,1,1,48,5,3,-88,-88,-88,46
107,V480000108,3,1,1976,2,1,3,1,2,2,2,1,48,3,3,-99,-99,1,48
108,V480000109,3,1,1963,1,1,3,3,1,1,2,2,48,1,3,-88,-88,-88,42
109,V480000110,7,1,1989,1,1,7,1,2,2,2,1,48,7,3,-88,-88,-88,17
110,V480000111,7,3,1983,1,3,7,1,2,2,2,1,48,7,2,-88,-88,-88,53
111,V480000112,3,1,1955,1,1,3,1,2,2,2,2,48,2,1,-88,-88,-88,18
112,V480000113,7,1,1974,1,1,7,1,1,1,2,1,48,8,2,-99,-99,1,25
113,V480000114,6,1,1952,1,1,6,2,2,2,2,2,48,4,2,-88,-88,-88,39
114,V480000115,6,1,1972,1,1,6,1,2,2,2,1,48,-88,-88,-99,-99,1,47
115,V480000116,3,1,1985,1,1,3,5,2,2,3,2,48,-88,-88,-88,-88,-88,25
116,V480000117,6,1,1953,1,1,6,1,1,1,2,2,48,4,2,-88,-88,-88,45
117,V480000118,7,1,1958,1,1,7,3,2,2,2,1,48,4,2,-88,-88,-88,20
118,V480000119,7,3,1976,1,3,7,1,1,1,2,1,48,4,2,-99,1,1,6
119,V480000120,3,1,1988,1,1,3,1,2,2,2,2,48,4,4,-99,1,-99,54
120,V480000121,3,1,1964,1,1,3,3,1,1,2,2,48,3,2,-99,-99,1,5
121,V480000122,6,4,1998,1,4,6,5,1,1,2,2,48,1,3,-88,-88,-88,17
122,V480000123,6,1,1964,1,1,6,1,2,2,2,1,48,5,2,-88,-88,-88,2
123,V480000124,4,1,1961,1,1,4,1,2,2,2,2,48,1,3,-88,-88,-88,37
124,V480000125,5,1,1954,1,1,5,5,1,1,3,2,48,1,1,-88,-88,-88,4
125,V480000126,4,4,1953,1,4,4,1,1,1,2,2,48,-88,-88,-88,-88,-88,23
126,V480000127,6,1,1977,1,1,6,3,1,1,2,1,48,-88,2,-88,-88,-88,8
127,V480000128,3,1,1959,1,1,3,1,1,1,2,2,48,-88,-88,-88,-88,-88,34
128,V480000129,3,1,1968,2,1,3,1,2,2,2,2,48,4,3,-99,-99,1,53
129,V480000130,6,1,1975,1,1,6,5,2,2,2,1,48,1,3,-88,-88,-88,21
130,V480000131,4,1,1958,1,1,4,3,2,2,2,1,48,6,2,-88,-88,-88,16
131,V480000132,4,1,1955,1,1,4,-99,1,-99,-99,-99,48,-88,-88,-88,-88,-88,17
132,V480000133,4,1,1976,2,1,4,1,1,1,2,1,48,5,3,-88,-88,-88,6
133,V480000134,6,1,1973,1,1,6,1,1,1,2,1,48,3,2,-99,1,1,26
134,V480000135,5,1,1960,1,1,5,1,2,2,2,2,48,1,1,-99,-99,-99,6
135,V480000136,2,1,1994,1,1,2,1,2,2,3,2,48,7,2,1,1,-99,23
136,V480000137,4,1,1955,1,1,4,1,2,2,2,2,48,4,2,-88,-88,-88,6
137,V480000138,7,1,1947,1,1,7,1,1,1,2,2,48,6,1,-88,-88,-88,6
138,V480000139,7,1,1946,1,1,7,1,2,2,2,2,48,7,1,-99,-99,-99,41
139,V480000140,4,1,1945,1,1,4,3,2,2,2,2,48,1,1,-88,-88,-88,48
140,V480000141,5,2,1980,1,2,5,5,2,2,2,1,48,1,3,-99,1,1,5
141,V480000142,7,1,1972,1,1,7,1,2,2,2,1,48,8,2,-99,1,1,42
142,V480000143,4,1,1956,1,1,4,1,1,1,2,1,48,-88,-88,-88,-88,-88,23
143,V480000144,3,1,1960,1,1,3,1,2,2,2,1,48,3,3,-88,-88,-88,17
144,V480000145,6,1,1960,1,1,6,1,2,2,2,1,48,6,1,-88,-88,-88,47
145,V480000146,5,2,1947,1,2,5,2,1,1,2,2,48,5,3,-88,-88,-88,12
146,V480000147,6,1,1949,1,1,6,5,2,2,2,2,48,5,1,-88,-88,-88,40
147,V480000148,7,1,1959,1,1,7,1,2,2,2,2,48,8,2,-88,-88,-88,17
148,V480000149,4,1,1984,1,1,4,1,1,1,2,1,48,5,2,-99,1,-99,19
149,V480000150,7,1,1978,1,1,7,1,1,1,2,1,48,6,2,-99,-99,1,31
150,V480000151,5,2,1952,1,2,5,1,2,2,2,2,48,4,1,-88,-88,-88,17
151,V480000152,6,1,1980,1,1,6,2,2,2,2,1,48,1,1,-88,-88,-88,31
152,V480000153,7,3,1987,1,3,7,1,2,2,2,1,48,8,2,1,-99,-99,41
153,V480000154,6,1,1947,1,1,6,1,1,1,2,1,48,6,2,-88,-88,-88,39
154,V480000155,5,1,1996,1,1,5,1,1,1,2,1,48,7,1,-88,-88,-88,19
155,V480000156,4,2,1967,1,2,4,5,1,1,5,2,48,-88,-88,-88,-88,-88,11
156,V480000157,6,1,1964,1,1,6,3,2,2,2,1,48,-99,2,-88,-88,-88,28
157,V480000158,4,4,1948,2,4,4,3,1,1,2,1,48,2,2,-88,-88,-88,2
158,V480000159,3,1,1955,2,1,3,1,2,2,2,2,48,4,1,-99,1,-99,27
159,V480000160,7,4,1963,1,4,7,1,2,2,2,2,48,-88,3,-99,-99,1,30
160,V480000161,4,1,1992,1,1,4,3,1,1,2,1,48,3,3,1,-99,-99,5
161,V480000162,5,1,1979,1,1,5,3,2,2,2,1,48,2,2,-88,-88,-88,22
162,V480000163,5,1,1951,1,1,5,3,1,4,1,2,48,1,4,-88,-88,-88,19
163,V480000164,5,1,1948,1,1,5,1,1,1,2,2,48,7,2,-88,-88,-88,48
164,V480000165,6,4,1975,1,4,6,1,1,1,5,1,48,5,2,-99,-99,1,48
165,V480000166,5,1,1969,1,1,5,1,1,1,2,-88,48,-88,-88,-99,-99,1,48
166,V480000167,5,1,1955,1,1,5,1,2,2,2,2,48,4,1,-88,-88,-88,12
167,V480000168,4,1,1988,1,1,4,1,1,1,2,1,48,8,2,-88,-88,-88,41
168,V480000169,6,1,1986,1,1,6,5,2,2,2,1,48,5,2,-88,-88,-88,47
169,V480000170,4,1,1971,1,1,4,1,2,2,3,1,48,-88,3,-88,-88,-88,35
170,V480000171,5,1,1998,1,1,5,5,2,2,2,1,48,-88,-88,-88,-88,-88,26
171,V480000172,5,1,1961,1,1,5,1,1,1,2,1,48,8,2,-88,-88,-88,23
172,V480000173,7,1,1951,1,1,7,2,2,2,2,2,48,6,1,-88,-88,-88,22
173,V480000174,6,1,1991,1,1,6,1,1,1,1,-88,48,-88,-88,-88,-88,-88,20
174,V480000175,6,1,1973,1,1,6,1,2,2,2,2,48,-88,-88,-88,-88,-88,26
175,V480000176,4,1,2003,2,1,4,5,1,1,2,1,48,3,3,-88,-88,-88,49
176,V480000177,6,1,1958,1,1,6,1,1,1,2,1,48,6,2,-88,-88,-88,26
177,V480000178,7,2,1972,1,2,7,5,1,1,2,2,48,1,1,-88,-88,-88,37
178,V480000179,7,2,1985,1,2,7,5,2,2,2,1,48,6,1,-88,-88,-88,24
179,V480000180,7,1,1960,1,1,7,1,2,2,2,1,48,6,1,-88,-88,-88,55
180,V480000181,3,1,1957,2,1,3,4,1,1,3,2,48,1,3,-88,-88,-88,17
181,V480000182,7,1,1953,1,1,7,1,1,1,2,2,48,8,1,-88,-88,-88,8
182,V480000183,5,1,1952,1,1,5,2,2,2,2,2,48,1,2,-88,-88,-88,23
183,V480000184,5,1,1978,1,1,5,5,2,2,2,1,48,4,1,-99,1,-99,31
184,V480000185,7,1,1941,1,1,7,3,2,2,2,2,48,-99,4,-88,-88,-88,9
185,V480000186,6,1,1950,1,1,6,2,2,2,2,2,48,3,3,-88,-88,-88,48
186,V480000187,6,1,1988,2,1,6,1,2,2,2,1,48,8,1,-88,-88,-88,13
187,V480000188,6,1,1981,2,1,6,5,2,2,2,1,48,4,1,-99,-99,1,35
188,V480000189,3,1,1972,2,1,3,3,2,2,2,1,48,4,2,-99,-99,1,4
189,V480000190,7,1,1985,1,1,7,5,2,2,2,2,48,-88,-88,-88,-88,-88,44
190,V480000191,6,1,1961,1,1,6,1,2,2,2,1,48,5,2,-88,-88,-88,53
191,V480000192,4,1,1952,1,1,4,1,2,2,2,2,48,5,1,-88,-88,-88,27
192,V480000193,5,1,1974,1,1,5,3,2,2,2,1,48,5,2,-88,-88,-88,12
193,V480000194,6,1,1991,1,1,6,1,2,2,2,1,48,-88,2,1,-99,-99,48
194,V480000195,4,1,1983,1,1,4,1,1,1,2,2,48,8,2,1,-99,-99,32
195,V480000196,3,1,1957,1,1,3,1,2,2,2,1,48,-88,-88,-88,-88,-88,40
196,V480000197,4,1,1977,1,1,4,5,1,1,1,1,48,4,3,-88,-88,-88,17
197,V480000198,4,1,1971,1,1,4,3,2,2,2,1,48,4,3,-88,-88,-88,49
198,V480000199,6,2,1977,1,2,6,5,2,2,2,1,48,6,2,-88,-88,-88,35
199,V480000200,6,1,1953,1,1,6,3,1,1,2,2,48,2,1,-88,-88,-88,13
200,V480000201,7,1,1960,1,1,7,1,1,1,2,1,48,6,2,-99,-99,1,50
201,V480000202,4,4,1966,1,4,4,3,1,1,2,2,48,5,3,-88,-88,-88,41
202,V480000203,7,1,1979,1,1,7,1,1,1,2,2,48,8,2,-99,1,-99,24
203,V480000204,7,1,1944,1,1,7,2,2,2,2,2,48,4,2,-88,-88,-88,26
204,V480000205,7,1,1985,1,1,7,1,1,1,2,1,48,5,2,-99,1,-99,49
205,V480000206,4,1,1943,2,1,4,5,2,2,2,2,48,-88,3,-88,-88,-88,4
206,V480000207,6,1,1955,1,1,6,1,2,2,2,2,48,4,1,-88,-88,-88,23
207,V480000208,4,1,1967,1,1,4,5,2,2,2,1,48,4,2,-88,-88,-88,2
208,V480000209,7,1,1978,1,1,7,1,2,3,3,2,48,7,2,-99,1,-99,6
209,V480000210,4,1,1959,1,1,4,1,2,2,2,1,48,4,3,-88,-88,-88,34
210,V480000211,6,1,1984,1,1,6,1,2,2,2,1,48,6,2,-99,1,-99,38
211,V480000212,2,2,1962,1,2,2,4,2,2,2,1,48,1,4,-88,-88,-88,11
212,V480000213,6,3,1971,1,3,6,1,1,1,2,1,48,-88,-88,-88,-88,-88,17
213,V480000214,7,1,1977,1,1,7,1,2,2,2,1,48,8,2,-99,-99,1,30
214,V480000215,6,1,1989,1,1,6,5,1,1,4,1,48,-88,-88,-88,-88,-88,6
215,V480000216,6,1,1986,1,1,6,1,2,2,2,1,48,6,3,-88,-88,-88,11
216,V480000217,7,2,1982,1,2,7,5,2,2,2,1,48,6,3,-88,-88,-88,11
217,V480000218,7,4,1981,2,4,7,5,1,1,2,1,48,8,3,-88,-88,-88,15
218,V480000219,6,1,1988,1,1,6,1,1,1,2,1,48,3,3,-88,-88,-88,41
219,V480000220,6,1,1957,1,1,6,1,1,1,2,2,48,8,1,-88,-88,-88,4
220,V480000221,7,1,1981,1,1,7,1,2,2,2,1,48,5,2,-99,1,-99,17
221,V480000222,2,4,1976,1,4,2,4,2,2,2,1,48,-88,-88,-88,-88,-88,22
222,V480000223,7,1,1960,1,1,7,2,2,2,2,2,48,3,1,-88,-88,-88,40
223,V480000224,6,2,2000,1,2,6,5,1,1,3,1,48,8,2,-88,-88,-88,51
224,V480000225,3,1,1960,1,1,3,3,2,2,2,2,48,1,2,-88,-88,-88,19
225,V480000226,4,2,1974,1,2,4,1,1,1,2,1,48,-88,1,-88,-88,-88,1
226,V480000227,7,3,1957,1,3,7,2,1,1,2,1,48,2,1,-88,-88,-88,15
227,V480000228,3,1,1999,2,1,3,5,2,2,2,1,48,-88,3,1,-99,-99,4
228,V480000229,6,1,1997,1,1,6,5,2,2,3,1,48,6,3,-88,-88,-88,36
229,V480000230,7,1,1975,1,1,7,1,2,2,2,1,48,3,2,-99,-99,1,1
230,V480000231,6,1,1955,1,1,6,1,1,1,2,2,48,4,2,-88,-88,-88,32
231,V480000232,3,1,1997,1,1,3,1,1,1,2,2,48,-88,-88,1,-99,-99,35
232,V480000233,6,1,1936,1,1,6,1,1,1,2,2,48,7,1,-88,-88,-88,19
233,V480000234,7,1,1966,1,1,7,1,2,2,2,2,48,6,2,-99,-99,1,6
234,V480000235,6,1,1965,1,1,6,1,2,2,2,1,48,6,2,-88,-88,-88,2
235,V480000236,4,4,1979,1,4,4,1,2,2,2,1,48,8,2,-99,-99,1,53
236,V480000237,6,1,1982,1,1,6,1,2,2,3,1,48,7,1,-88,-88,-88,45
237,V480000238,7,1,1970,1,1,7,1,2,2,2,1,48,8,1,-88,-88,-88,41
238,V480000239,4,1,1968,1,1,4,1,2,2,2,2,48,5,2,-88,-88,-88,53
239,V480000240,4,1,1975,1,1,4,5,2,2,2,1,48,6,2,-88,-88,-88,27
240,V480000241,4,1,1982,1,1,4,1,1,1,2,1,48,4,3,-99,1,1,21
241,V480000242,4,1,1948,1,1,4,1,1,1,2,1,48,5,2,-88,-88,-88,32
242,V480000243,7,1,1942,1,1,7,1,2,2,2,2,48,7,1,-88,-88,-88,35
243,V480000244,7,2,1969,1,2,7,1,2,2,2,1,48,6,1,-88,-88,-88,48
244,V480000245,4,1,1946,1,1,4,2,2,2,2,2,48,1,2,-88,-88,-88,22
245,V480000246,4,1,1974,1,1,4,3,2,2,2,1,48,5,2,-88,-88,-88,41
246,V480000247,3,2,1950,1,2,3,3,2,2,2,2,48,1,2,-99,1,-99,47
247,V480000248,6,1,1947,1,1,6,1,2,2,2,2,48,5,1,-88,-88,-88,24
248,V480000249,6,1,1949,1,1,6,1,1,1,2,1,48,5,2,-88,-88,-88,48
249,V480000250,7,1,1975,1,1,7,1,1,1,2,1,48,8,2,-99,1,1,49
250,V480000251,7,1,1984,1,1,7,1,1,1,2,1,48,7,2,1,-99,-99,6
251,V480000252,3,1,2000,1,1,3,5,1,1,2,1,48,-88,-88,-99,-99,1,13
252,V480000253,7,1,1977,2,1,7,3,2,2,2,1,48,5,2,-88,-88,-88,6
253,V480000254,5,1,1955,2,1,5,2,2,2,2,2,48,4,2,-88,-88,-88,16
254,V480000255,5,1,1956,1,1,5,1,2,2,2,2,48,8,1,-88,-88,-88,46
255,V480000256,7,1,1961,1,1,7,1,2,2,2,1,48,8,2,-99,1,-99,6
256,V480000257,3,1,2003,1,1,3,5,1,1,2,2,48,5,1,-88,-88,-88,41
257,V480000258,6,4,1983,1,4,6,1,1,1,2,1,48,5,2,1,-99,-99,32
258,V480000259,6,1,1968,1,1,6,1,1,1,2,1,48,8,2,-88,-88,-88,29
259,V480000260,6,1,1987,1,1,6,1,1,1,2,1,48,8,2,-88,-88,-88,13
260,V480000261,5,1,1963,1,1,5,1,2,2,2,2,48,3,1,-88,-88,-88,45
261,V480000262,6,1,1977,1,1,6,5,2,2,4,1,48,-88,-88,-88,-88,-88,6
262,V480000263,7,1,1983,1,1,7,1,2,2,2,1,48,8,3,-88,-88,-88,53
263,V480000264,7,2,1963,1,2,7,3,2,2,2,1,48,6,3,-88,-88,-88,48
264,V480000265,7,1,1966,1,1,7,1,1,1,2,1,48,8,2,-99,-99,1,42
265,V480000266,3,1,1989,1,1,3,5,1,1,2,1,48,1,3,1,1,-99,54
266,V480000267,5,4,1962,2,4,5,5,1,1,2,2,48,-88,-88,-99,1,-99,36
267,V480000268,6,1,1958,1,1,6,1,2,2,2,1,48,3,3,-88,-88,-88,17
268,V480000269,7,3,1958,1,3,7,3,2,2,2,1,48,6,3,-88,-88,-88,11
269,V480000270,4,1,2000,1,1,4,5,2,2,2,1,48,1,3,1,-99,-99,55
270,V480000271,6,1,1984,1,1,6,1,1,1,2,1,48,5,3,-88,-88,-88,6
271,V480000272,5,3,1996,2,3,5,5,1,1,2,1,48,-88,-88,-99,-99,1,37
272,V480000273,3,2,1949,1,2,3,1,1,1,2,1,48,5,2,1,-99,-99,15
273,V480000274,3,1,2003,1,1,3,5,1,1,5,1,48,7,2,-99,-99,1,49
274,V480000275,7,2,1980,1,2,7,3,1,1,2,1,48,6,3,-88,-88,-88,33
275,V480000276,4,1,1966,1,1,4,1,2,2,2,2,48,6,2,-88,-88,-88,39
276,V480000277,7,1,1966,1,1,7,1,2,2,2,1,48,-99,2,-88,-88,-88,51
277,V480000278,6,1,1962,1,1,6,1,2,2,2,1,48,7,2,-88,-88,-88,41
278,V480000279,7,3,1976,1,3,7,1,1,1,2,2,48,8,2,-99,1,1,17
279,V480000280,6,1,1984,1,1,6,1,1,4,2,1,48,8,2,1,1,-99,47
280,V480000281,5,1,1963,1,1,5,-99,2,-99,-99,1,48,6,1,-88,-88,-88,37
281,V480000282,3,1,1983,1,1,3,1,2,2,2,2,48,-88,2,-99,-99,1,47
282,V480000283,5,1,1963,1,1,5,1,1,1,2,1,48,8,1,-88,-88,-88,6
283,V480000284,5,1,1968,1,1,5,1,2,2,2,2,48,-88,-88,-88,-88,-88,10
284,V480000285,4,1,1964,1,1,4,2,2,2,2,1,48,2,2,-99,-99,1,16
285,V480000286,6,1,1959,1,1,6,3,2,2,2,1,48,3,2,-88,-88,-88,19
286,V480000287,3,1,1979,1,1,3,1,2,2,2,1,48,-88,-88,-99,1,1,32
287,V480000288,6,1,1989,1,1,6,1,2,2,3,1,48,7,2,-88,-88,-88,53
288,V480000289,6,1,1954,1,1,6,5,2,2,4,2,48,4,3,-88,-88,-88,37
289,V480000290,7,1,1961,1,1,7,5,1,1,2,1,48,3,1,-88,-88,-88,1
290,V480000291,6,1,1983,1,1,6,1,2,2,2,1,48,6,2,1,1,1,5
